genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
AS29adLBPA_59.fna,801_0,0.050000000000000044,average,ANImf,801
AS06rmzACSIP_418.fna,802_0,0.050000000000000044,average,ANImf,802
AS06rmzACSIP_453.fna,803_0,0.050000000000000044,average,ANImf,803
AS06rmzACSIP_307.fna,804_0,0.050000000000000044,average,ANImf,804
AS06rmzACSIP_373.fna,805_0,0.050000000000000044,average,ANImf,805
AS07pgkLD_111.fna,806_1,0.050000000000000044,average,ANImf,806
AS09scLD_412.fna,806_1,0.050000000000000044,average,ANImf,806
AS08sgBPME_463.fna,807_1,0.050000000000000044,average,ANImf,807
AS09scLD_417.fna,807_1,0.050000000000000044,average,ANImf,807
AS15tlH2ME_132.fna,808_0,0.050000000000000044,average,ANImf,808
DTU-pt_064.fna,809_0,0.050000000000000044,average,ANImf,809
AS07pgkLD_113.fna,810_0,0.050000000000000044,average,ANImf,810
AS29adLBPA_177.fna,811_0,0.050000000000000044,average,ANImf,811
AS09scLD_273.fna,812_1,0.050000000000000044,average,ANImf,812
AS15tlH2ME_78.fna,812_1,0.050000000000000044,average,ANImf,812
AS15tlH2ME_143.fna,813_0,0.050000000000000044,average,ANImf,813
AS21ysBPME_65.fna,814_1,0.050000000000000044,average,ANImf,814
AS22ysBPME_23.fna,814_1,0.050000000000000044,average,ANImf,814
AS24abBPME_123.fna,814_1,0.050000000000000044,average,ANImf,814
AS08sgBPME_175.fna,815_1,0.050000000000000044,average,ANImf,815
AS21ysBPME_43.fna,815_1,0.050000000000000044,average,ANImf,815
AS22ysBPME_232.fna,815_1,0.050000000000000044,average,ANImf,815
AS24abBPME_144.fna,815_1,0.050000000000000044,average,ANImf,815
AS01afH2WH_34.fna,816_0,0.050000000000000044,average,ANImf,816
AS27yjCOA_58.fna,817_0,0.050000000000000044,average,ANImf,817
AS29adLBPA_113.fna,818_0,0.050000000000000044,average,ANImf,818
AS29adLBPA_147.fna,819_0,0.050000000000000044,average,ANImf,819
AS06rmzACSIP_333.fna,820_1,0.050000000000000044,average,ANImf,820
AS10tlH2TH_19.fna,820_1,0.050000000000000044,average,ANImf,820
AS29adLBPA_173.fna,820_1,0.050000000000000044,average,ANImf,820
AS06rmzACSIP_404.fna,821_0,0.050000000000000044,average,ANImf,821
AS23ysBPME_200.fna,822_0,0.050000000000000044,average,ANImf,822
AS08sgBPME_392.fna,823_1,0.050000000000000044,average,ANImf,823
AS21ysBPME_134.fna,823_1,0.050000000000000044,average,ANImf,823
AS23ysBPME_16.fna,823_1,0.050000000000000044,average,ANImf,823
AS24abBPME_103.fna,823_1,0.050000000000000044,average,ANImf,823
AS21ysBPME_80.fna,824_1,0.050000000000000044,average,ANImf,824
AS22ysBPME_3.fna,824_1,0.050000000000000044,average,ANImf,824
AS24abBPME_25.fna,824_1,0.050000000000000044,average,ANImf,824
AS06rmzACSIP_137.fna,825_1,0.050000000000000044,average,ANImf,825
AS08sgBPME_320.fna,825_1,0.050000000000000044,average,ANImf,825
AS21ysBPME_155.fna,825_1,0.050000000000000044,average,ANImf,825
AS22ysBPME_304.fna,825_1,0.050000000000000044,average,ANImf,825
AS24abBPME_91.fna,825_1,0.050000000000000044,average,ANImf,825
AS29adLBPA_66.fna,826_0,0.050000000000000044,average,ANImf,826
AS06rmzACSIP_563.fna,827_0,0.050000000000000044,average,ANImf,827
AS27yjCOA_1.fna,828_0,0.050000000000000044,average,ANImf,828
AS06rmzACSIP_152.fna,829_1,0.050000000000000044,average,ANImf,829
AS07pgkLD_63.fna,829_1,0.050000000000000044,average,ANImf,829
AS09scLD_6.fna,829_1,0.050000000000000044,average,ANImf,829
AS21ysBPME_244.fna,829_1,0.050000000000000044,average,ANImf,829
AS22ysBPME_321.fna,829_1,0.050000000000000044,average,ANImf,829
AS05jafATM_88.fna,830_1,0.050000000000000044,average,ANImf,830
AS06rmzACSIP_415.fna,830_1,0.050000000000000044,average,ANImf,830
AS07pgkLD_108.fna,830_1,0.050000000000000044,average,ANImf,830
AS08sgBPME_313.fna,830_1,0.050000000000000044,average,ANImf,830
AS20ysBPTH_135.fna,830_1,0.050000000000000044,average,ANImf,830
AS21ysBPME_239.fna,830_1,0.050000000000000044,average,ANImf,830
AS22ysBPME_89.fna,830_1,0.050000000000000044,average,ANImf,830
AS23ysBPME_77.fna,830_1,0.050000000000000044,average,ANImf,830
AS24abBPME_126.fna,830_1,0.050000000000000044,average,ANImf,830
AS29adLBPA_90.fna,830_1,0.050000000000000044,average,ANImf,830
AS10tlH2TH_116.fna,831_0,0.050000000000000044,average,ANImf,831
AS29adLBPA_40.fna,832_0,0.050000000000000044,average,ANImf,832
AS06rmzACSIP_535.fna,833_1,0.050000000000000044,average,ANImf,833
AS08sgBPME_21.fna,833_1,0.050000000000000044,average,ANImf,833
AS08sgBPME_322.fna,834_1,0.050000000000000044,average,ANImf,834
AS10tlH2TH_138.fna,834_1,0.050000000000000044,average,ANImf,834
AS22ysBPME_30.fna,834_1,0.050000000000000044,average,ANImf,834
AS24abBPME_149.fna,834_1,0.050000000000000044,average,ANImf,834
AS06rmzACSIP_601.fna,834_2,0.050000000000000044,average,ANImf,834
AS23ysBPME_51.fna,835_0,0.050000000000000044,average,ANImf,835
AS08sgBPME_376.fna,836_1,0.050000000000000044,average,ANImf,836
AS21ysBPME_112.fna,836_1,0.050000000000000044,average,ANImf,836
AS22ysBPME_203.fna,836_1,0.050000000000000044,average,ANImf,836
AS23ysBPME_80.fna,836_1,0.050000000000000044,average,ANImf,836
AS07pgkLD_131.fna,837_1,0.050000000000000044,average,ANImf,837
AS08sgBPME_469.fna,837_1,0.050000000000000044,average,ANImf,837
AS07pgkLD_124.fna,838_0,0.050000000000000044,average,ANImf,838
AS07pgkLD_74.fna,839_1,0.050000000000000044,average,ANImf,839
AS09scLD_376.fna,839_1,0.050000000000000044,average,ANImf,839
AS21ysBPME_213.fna,839_1,0.050000000000000044,average,ANImf,839
AS23ysBPME_182.fna,840_0,0.050000000000000044,average,ANImf,840
AS22ysBPME_333.fna,841_1,0.050000000000000044,average,ANImf,841
AS4AglBPMA_39.fna,841_1,0.050000000000000044,average,ANImf,841
AS4BglBPHE_32.fna,841_1,0.050000000000000044,average,ANImf,841
AS08sgBPME_443.fna,842_1,0.050000000000000044,average,ANImf,842
AS10tlH2TH_384.fna,842_1,0.050000000000000044,average,ANImf,842
AS22ysBPME_38.fna,842_1,0.050000000000000044,average,ANImf,842
AS23ysBPME_363.fna,842_1,0.050000000000000044,average,ANImf,842
AS24abBPME_96.fna,842_1,0.050000000000000044,average,ANImf,842
AS01afH2WH_43.fna,843_0,0.050000000000000044,average,ANImf,843
AS26fmACSIPLY_9.fna,844_0,0.050000000000000044,average,ANImf,844
AS07pgkLD_31.fna,845_0,0.050000000000000044,average,ANImf,845
AS07pgkLD_71.fna,846_1,0.050000000000000044,average,ANImf,846
AS09scLD_35.fna,846_1,0.050000000000000044,average,ANImf,846
AS20ysBPTH_41.fna,846_1,0.050000000000000044,average,ANImf,846
AS28xzH2AC_115.fna,846_1,0.050000000000000044,average,ANImf,846
AS28xzH2AC_64.fna,846_1,0.050000000000000044,average,ANImf,846
AS31mySISU_74.fna,846_1,0.050000000000000044,average,ANImf,846
DTU-UNIPD950.fna,846_1,0.050000000000000044,average,ANImf,846
DTU-pt_092.fna,846_1,0.050000000000000044,average,ANImf,846
AS08sgBPME_458.fna,847_0,0.050000000000000044,average,ANImf,847
AS29adLBPA_45.fna,848_0,0.050000000000000044,average,ANImf,848
AS29adLBPA_142.fna,849_0,0.050000000000000044,average,ANImf,849
AS08sgBPME_473.fna,850_1,0.050000000000000044,average,ANImf,850
AS21ysBPME_121.fna,850_1,0.050000000000000044,average,ANImf,850
AS22ysBPME_63.fna,850_1,0.050000000000000044,average,ANImf,850
AS24abBPME_71.fna,850_1,0.050000000000000044,average,ANImf,850
DTU-pt_137.fna,850_1,0.050000000000000044,average,ANImf,850
AS01afH2WH_25.fna,851_1,0.050000000000000044,average,ANImf,851
AS02xzSISU_23.fna,851_1,0.050000000000000044,average,ANImf,851
AS05jafATM_8.fna,851_1,0.050000000000000044,average,ANImf,851
AS07pgkLD_205.fna,851_1,0.050000000000000044,average,ANImf,851
AS08sgBPME_152.fna,851_1,0.050000000000000044,average,ANImf,851
AS09scLD_165.fna,851_1,0.050000000000000044,average,ANImf,851
AS13imBPTH_7.fna,851_1,0.050000000000000044,average,ANImf,851
AS15tlH2ME_64.fna,851_1,0.050000000000000044,average,ANImf,851
AS20ysBPTH_61.fna,851_1,0.050000000000000044,average,ANImf,851
AS21ysBPME_58.fna,851_1,0.050000000000000044,average,ANImf,851
AS22ysBPME_256.fna,851_1,0.050000000000000044,average,ANImf,851
AS23ysBPME_83.fna,851_1,0.050000000000000044,average,ANImf,851
AS24abBPME_32.fna,851_1,0.050000000000000044,average,ANImf,851
AS25fmACSIPFO_103.fna,851_1,0.050000000000000044,average,ANImf,851
AS26fmACSIPLY_35.fna,851_1,0.050000000000000044,average,ANImf,851
AS28xzH2AC_30.fna,851_1,0.050000000000000044,average,ANImf,851
AS28xzH2AC_55.fna,851_1,0.050000000000000044,average,ANImf,851
AS28xzH2AC_75.fna,851_1,0.050000000000000044,average,ANImf,851
AS2HglBPFA_10.fna,851_1,0.050000000000000044,average,ANImf,851
AS31mySISU_124.fna,851_1,0.050000000000000044,average,ANImf,851
AS4FglBPSI_23.fna,851_1,0.050000000000000044,average,ANImf,851
AS4GglBPBL_40.fna,851_1,0.050000000000000044,average,ANImf,851
AS4IglBPLE_39.fna,851_1,0.050000000000000044,average,ANImf,851
AS4JglBPFI_7.fna,851_1,0.050000000000000044,average,ANImf,851
DTU-UNIPD922.fna,851_1,0.050000000000000044,average,ANImf,851
DTU-pt_133.fna,851_1,0.050000000000000044,average,ANImf,851
AS01afH2WH_30.fna,852_1,0.050000000000000044,average,ANImf,852
AS02xzSISU_63.fna,852_1,0.050000000000000044,average,ANImf,852
AS04akNAM_56.fna,852_1,0.050000000000000044,average,ANImf,852
AS09scLD_261.fna,852_1,0.050000000000000044,average,ANImf,852
AS13imBPTH_5.fna,852_1,0.050000000000000044,average,ANImf,852
AS20ysBPTH_177.fna,852_1,0.050000000000000044,average,ANImf,852
AS25fmACSIPFO_42.fna,852_1,0.050000000000000044,average,ANImf,852
AS28xzH2AC_16.fna,852_1,0.050000000000000044,average,ANImf,852
AS28xzH2AC_21.fna,852_1,0.050000000000000044,average,ANImf,852
AS28xzH2AC_62.fna,852_1,0.050000000000000044,average,ANImf,852
DTU-UNIPD929.fna,852_1,0.050000000000000044,average,ANImf,852
AS16jrsBPLL_15.fna,852_2,0.050000000000000044,average,ANImf,852
AS29adLBPA_65.fna,853_0,0.050000000000000044,average,ANImf,853
AS29adLBPA_124.fna,854_0,0.050000000000000044,average,ANImf,854
AS29adLBPA_174.fna,855_0,0.050000000000000044,average,ANImf,855
AS06rmzACSIP_610.fna,856_1,0.050000000000000044,average,ANImf,856
AS08sgBPME_429.fna,856_1,0.050000000000000044,average,ANImf,856
AS09scLD_278.fna,856_1,0.050000000000000044,average,ANImf,856
AS21ysBPME_348.fna,856_1,0.050000000000000044,average,ANImf,856
AS22ysBPME_159.fna,856_1,0.050000000000000044,average,ANImf,856
AS22ysBPME_181.fna,857_0,0.050000000000000044,average,ANImf,857
AS29adLBPA_152.fna,858_0,0.050000000000000044,average,ANImf,858
AS29adLBPA_23.fna,859_0,0.050000000000000044,average,ANImf,859
AS10tlH2TH_315.fna,860_1,0.050000000000000044,average,ANImf,860
AS18jrsBPVS_20.fna,860_1,0.050000000000000044,average,ANImf,860
AS19jrsBPTG_21.fna,860_1,0.050000000000000044,average,ANImf,860
AS4LglBPNY_10.fna,860_1,0.050000000000000044,average,ANImf,860
AS06rmzACSIP_602.fna,861_1,0.050000000000000044,average,ANImf,861
AS08sgBPME_38.fna,861_1,0.050000000000000044,average,ANImf,861
AS09scLD_299.fna,861_1,0.050000000000000044,average,ANImf,861
AS10tlH2TH_274.fna,861_1,0.050000000000000044,average,ANImf,861
AS20ysBPTH_21.fna,861_1,0.050000000000000044,average,ANImf,861
AS21ysBPME_349.fna,861_1,0.050000000000000044,average,ANImf,861
AS22ysBPME_204.fna,861_1,0.050000000000000044,average,ANImf,861
AS23ysBPME_361.fna,861_1,0.050000000000000044,average,ANImf,861
AS24abBPME_106.fna,861_1,0.050000000000000044,average,ANImf,861
AS4FglBPSI_16.fna,861_1,0.050000000000000044,average,ANImf,861
AS07pgkLD_177.fna,862_1,0.050000000000000044,average,ANImf,862
AS09scLD_148.fna,862_1,0.050000000000000044,average,ANImf,862
AS10tlH2TH_31.fna,863_0,0.050000000000000044,average,ANImf,863
AS08sgBPME_385.fna,864_0,0.050000000000000044,average,ANImf,864
AS27yjCOA_17.fna,865_0,0.050000000000000044,average,ANImf,865
AS27yjCOA_91.fna,866_0,0.050000000000000044,average,ANImf,866
AS29adLBPA_140.fna,867_0,0.050000000000000044,average,ANImf,867
AS06rmzACSIP_485.fna,868_0,0.050000000000000044,average,ANImf,868
AS29adLBPA_98.fna,869_0,0.050000000000000044,average,ANImf,869
AS10tlH2TH_205.fna,870_1,0.050000000000000044,average,ANImf,870
AS22ysBPME_225.fna,870_1,0.050000000000000044,average,ANImf,870
AS23ysBPME_341.fna,870_1,0.050000000000000044,average,ANImf,870
AS31mySISU_31.fna,870_2,0.050000000000000044,average,ANImf,870
AS10tlH2TH_155.fna,871_1,0.050000000000000044,average,ANImf,871
AS23ysBPME_281.fna,871_1,0.050000000000000044,average,ANImf,871
AS06rmzACSIP_525.fna,872_0,0.050000000000000044,average,ANImf,872
AS10tlH2TH_145.fna,873_1,0.050000000000000044,average,ANImf,873
AS29adLBPA_156.fna,873_1,0.050000000000000044,average,ANImf,873
AS10tlH2TH_55.fna,874_0,0.050000000000000044,average,ANImf,874
AS29adLBPA_33.fna,875_0,0.050000000000000044,average,ANImf,875
AS23ysBPME_253.fna,876_0,0.050000000000000044,average,ANImf,876
DTU-pt_012.fna,877_0,0.050000000000000044,average,ANImf,877
AS05jafATM_109.fna,878_1,0.050000000000000044,average,ANImf,878
AS10tlH2TH_35.fna,878_1,0.050000000000000044,average,ANImf,878
AS18jrsBPVS_3.fna,878_1,0.050000000000000044,average,ANImf,878
AS19jrsBPTG_25.fna,878_1,0.050000000000000044,average,ANImf,878
AS22ysBPME_4.fna,878_1,0.050000000000000044,average,ANImf,878
AS24abBPME_37.fna,878_1,0.050000000000000044,average,ANImf,878
AS4KglBPMA_21.fna,878_1,0.050000000000000044,average,ANImf,878
AS4LglBPNY_31.fna,878_1,0.050000000000000044,average,ANImf,878
AS07pgkLD_219.fna,879_1,0.050000000000000044,average,ANImf,879
AS08sgBPME_85.fna,879_1,0.050000000000000044,average,ANImf,879
AS09scLD_333.fna,879_1,0.050000000000000044,average,ANImf,879
AS10tlH2TH_317.fna,879_1,0.050000000000000044,average,ANImf,879
AS15tlH2ME_98.fna,879_1,0.050000000000000044,average,ANImf,879
AS17jrsBPGN_11.fna,879_1,0.050000000000000044,average,ANImf,879
AS22ysBPME_241.fna,879_1,0.050000000000000044,average,ANImf,879
AS4LglBPNY_26.fna,879_1,0.050000000000000044,average,ANImf,879
DTU-UNIPD936.fna,879_1,0.050000000000000044,average,ANImf,879
AS10tlH2TH_165.fna,880_1,0.050000000000000044,average,ANImf,880
AS18jrsBPVS_13.fna,880_1,0.050000000000000044,average,ANImf,880
AS19jrsBPTG_36.fna,880_1,0.050000000000000044,average,ANImf,880
AS22ysBPME_142.fna,880_1,0.050000000000000044,average,ANImf,880
AS06rmzACSIP_183.fna,881_1,0.050000000000000044,average,ANImf,881
AS08sgBPME_83.fna,881_1,0.050000000000000044,average,ANImf,881
AS09scLD_8.fna,881_1,0.050000000000000044,average,ANImf,881
AS10tlH2TH_8.fna,881_1,0.050000000000000044,average,ANImf,881
AS15tlH2ME_129.fna,881_1,0.050000000000000044,average,ANImf,881
AS17jrsBPGN_6.fna,881_1,0.050000000000000044,average,ANImf,881
AS21ysBPME_218.fna,881_1,0.050000000000000044,average,ANImf,881
AS29adLBPA_107.fna,881_1,0.050000000000000044,average,ANImf,881
AS06rmzACSIP_227.fna,882_0,0.050000000000000044,average,ANImf,882
AS05jafATM_19.fna,883_1,0.050000000000000044,average,ANImf,883
AS29adLBPA_29.fna,883_1,0.050000000000000044,average,ANImf,883
DTU-pt_030.fna,883_1,0.050000000000000044,average,ANImf,883
AS06rmzACSIP_407.fna,884_1,0.050000000000000044,average,ANImf,884
AS29adLBPA_143.fna,884_1,0.050000000000000044,average,ANImf,884
AS4DglBPLU_2.fna,884_1,0.050000000000000044,average,ANImf,884
AS4EglBPAV_5.fna,885_0,0.050000000000000044,average,ANImf,885
AS27yjCOA_112.fna,886_0,0.050000000000000044,average,ANImf,886
AS27yjCOA_90.fna,887_0,0.050000000000000044,average,ANImf,887
AS21ysBPME_153.fna,888_1,0.050000000000000044,average,ANImf,888
AS22ysBPME_196.fna,888_1,0.050000000000000044,average,ANImf,888
AS24abBPME_128.fna,888_1,0.050000000000000044,average,ANImf,888
AS10tlH2TH_216.fna,889_0,0.050000000000000044,average,ANImf,889
AS08sgBPME_354.fna,890_1,0.050000000000000044,average,ANImf,890
AS10tlH2TH_304.fna,890_1,0.050000000000000044,average,ANImf,890
AS21ysBPME_328.fna,890_1,0.050000000000000044,average,ANImf,890
AS22ysBPME_13.fna,890_1,0.050000000000000044,average,ANImf,890
AS4KglBPMA_25.fna,890_1,0.050000000000000044,average,ANImf,890
AS4LglBPNY_22.fna,890_1,0.050000000000000044,average,ANImf,890
AS29adLBPA_126.fna,891_0,0.050000000000000044,average,ANImf,891
AS29adLBPA_50.fna,892_0,0.050000000000000044,average,ANImf,892
AS29adLBPA_11.fna,893_0,0.050000000000000044,average,ANImf,893
AS08sgBPME_149.fna,894_1,0.050000000000000044,average,ANImf,894
AS09scLD_321.fna,894_1,0.050000000000000044,average,ANImf,894
AS15tlH2ME_215.fna,894_1,0.050000000000000044,average,ANImf,894
AS20ysBPTH_43.fna,894_1,0.050000000000000044,average,ANImf,894
AS21ysBPME_199.fna,894_1,0.050000000000000044,average,ANImf,894
AS22ysBPME_24.fna,894_1,0.050000000000000044,average,ANImf,894
AS23ysBPME_333.fna,894_1,0.050000000000000044,average,ANImf,894
AS24abBPME_3.fna,894_1,0.050000000000000044,average,ANImf,894
AS25fmACSIPFO_47.fna,894_1,0.050000000000000044,average,ANImf,894
AS31mySISU_105.fna,894_1,0.050000000000000044,average,ANImf,894
AS4FglBPSI_26.fna,894_1,0.050000000000000044,average,ANImf,894
AS4GglBPBL_13.fna,894_1,0.050000000000000044,average,ANImf,894
AS4IglBPLE_48.fna,894_1,0.050000000000000044,average,ANImf,894
AS4JglBPFI_2.fna,894_1,0.050000000000000044,average,ANImf,894
DTU-pt_189.fna,894_1,0.050000000000000044,average,ANImf,894
AS25fmACSIPFO_17.fna,895_0,0.050000000000000044,average,ANImf,895
AS08sgBPME_97.fna,896_1,0.050000000000000044,average,ANImf,896
AS09scLD_190.fna,896_1,0.050000000000000044,average,ANImf,896
AS15tlH2ME_174.fna,896_1,0.050000000000000044,average,ANImf,896
AS20ysBPTH_11.fna,896_1,0.050000000000000044,average,ANImf,896
AS23ysBPME_140.fna,896_1,0.050000000000000044,average,ANImf,896
AS23ysBPME_144.fna,897_0,0.050000000000000044,average,ANImf,897
AS08sgBPME_253.fna,898_1,0.050000000000000044,average,ANImf,898
AS09scLD_205.fna,898_1,0.050000000000000044,average,ANImf,898
AS15tlH2ME_210.fna,898_1,0.050000000000000044,average,ANImf,898
AS20ysBPTH_134.fna,898_1,0.050000000000000044,average,ANImf,898
AS21ysBPME_261.fna,898_1,0.050000000000000044,average,ANImf,898
AS22ysBPME_197.fna,898_1,0.050000000000000044,average,ANImf,898
AS24abBPME_118.fna,898_1,0.050000000000000044,average,ANImf,898
AS25fmACSIPFO_87.fna,898_1,0.050000000000000044,average,ANImf,898
AS31mySISU_114.fna,898_1,0.050000000000000044,average,ANImf,898
AS4GglBPBL_20.fna,898_1,0.050000000000000044,average,ANImf,898
AS4IglBPLE_40.fna,898_1,0.050000000000000044,average,ANImf,898
AS4JglBPFI_27.fna,898_1,0.050000000000000044,average,ANImf,898
AS10tlH2TH_2.fna,899_0,0.050000000000000044,average,ANImf,899
AS06rmzACSIP_93.fna,900_0,0.050000000000000044,average,ANImf,900
AS08sgBPME_130.fna,901_0,0.050000000000000044,average,ANImf,901
AS29adLBPA_187.fna,902_0,0.050000000000000044,average,ANImf,902
AS27yjCOA_113.fna,903_0,0.050000000000000044,average,ANImf,903
AS27yjCOA_4.fna,904_0,0.050000000000000044,average,ANImf,904
AS06rmzACSIP_257.fna,905_0,0.050000000000000044,average,ANImf,905
AS29adLBPA_157.fna,906_0,0.050000000000000044,average,ANImf,906
AS06rmzACSIP_117.fna,907_0,0.050000000000000044,average,ANImf,907
AS29adLBPA_117.fna,908_0,0.050000000000000044,average,ANImf,908
AS10tlH2TH_180.fna,909_0,0.050000000000000044,average,ANImf,909
AS10tlH2TH_83.fna,910_1,0.050000000000000044,average,ANImf,910
AS21ysBPME_294.fna,910_1,0.050000000000000044,average,ANImf,910
AS22ysBPME_317.fna,910_1,0.050000000000000044,average,ANImf,910
AS24abBPME_4.fna,910_1,0.050000000000000044,average,ANImf,910
AS05jafATM_81.fna,911_1,0.050000000000000044,average,ANImf,911
AS08sgBPME_365.fna,911_1,0.050000000000000044,average,ANImf,911
AS21ysBPME_168.fna,911_1,0.050000000000000044,average,ANImf,911
AS22ysBPME_307.fna,911_1,0.050000000000000044,average,ANImf,911
AS23ysBPME_53.fna,911_1,0.050000000000000044,average,ANImf,911
AS04akNAM_105.fna,912_0,0.050000000000000044,average,ANImf,912
AS04akNAM_110.fna,913_0,0.050000000000000044,average,ANImf,913
AS07pgkLD_132.fna,914_0,0.050000000000000044,average,ANImf,914
AS08sgBPME_29.fna,915_1,0.050000000000000044,average,ANImf,915
AS21ysBPME_27.fna,915_1,0.050000000000000044,average,ANImf,915
AS22ysBPME_165.fna,915_1,0.050000000000000044,average,ANImf,915
AS23ysBPME_116.fna,915_1,0.050000000000000044,average,ANImf,915
AS24abBPME_79.fna,915_1,0.050000000000000044,average,ANImf,915
AS08sgBPME_397.fna,916_1,0.050000000000000044,average,ANImf,916
AS15tlH2ME_142.fna,916_1,0.050000000000000044,average,ANImf,916
AS21ysBPME_343.fna,916_1,0.050000000000000044,average,ANImf,916
AS20ysBPTH_155.fna,917_0,0.050000000000000044,average,ANImf,917
AS08sgBPME_227.fna,918_1,0.050000000000000044,average,ANImf,918
AS15tlH2ME_33.fna,918_1,0.050000000000000044,average,ANImf,918
AS22ysBPME_94.fna,919_0,0.050000000000000044,average,ANImf,919
AS06rmzACSIP_129.fna,920_1,0.050000000000000044,average,ANImf,920
AS08sgBPME_168.fna,920_1,0.050000000000000044,average,ANImf,920
AS21ysBPME_329.fna,920_1,0.050000000000000044,average,ANImf,920
AS22ysBPME_145.fna,920_1,0.050000000000000044,average,ANImf,920
AS23ysBPME_323.fna,920_1,0.050000000000000044,average,ANImf,920
AS04akNAM_9.fna,921_0,0.050000000000000044,average,ANImf,921
AS08sgBPME_377.fna,922_1,0.050000000000000044,average,ANImf,922
AS23ysBPME_314.fna,922_1,0.050000000000000044,average,ANImf,922
AS01afH2WH_44.fna,923_0,0.050000000000000044,average,ANImf,923
AS09scLD_149.fna,924_0,0.050000000000000044,average,ANImf,924
